station_id,shift,planned_minutes,runtime_minutes,downtime_minutes,total_quantity,good_quantity,rejected_quantity,availability,performance,quality,oee,scrap_rate,throughput_units_per_planned_hour,weighted_actual_cycle_sec,theoretical_capacity_units,capacity_utilization
ST01,A,13500,13121.5,378.5,11611,11409,202,0.9719629629629629,0.9633414624852341,0.9826027043320988,0.9200425737088392,0.017397295667901127,50.70666666666666,65.65275686848678,12399.956502827317,0.9363742523897219
ST01,B,13500,13062.1,437.9,11390,11182,208,0.9675629629629628,0.945317368570138,0.9817383669885865,0.8979509970409391,0.018261633011413522,49.69777777777778,66.43778050921861,12452.805567638105,0.9146533235530405
ST01,C,13500,12977.06,522.94,10826,10625,201,0.9612637037037036,0.9031028599698238,0.9814335858119342,0.8520021245150563,0.018566414188065768,47.22222222222222,68.8541326436357,12468.464549804263,0.8682705040990755
ST02,A,13500,12945.84,554.16,12457,12366,91,0.9589511111111111,0.9530745011524937,0.9926948703540178,0.9072753150838885,0.007305129645982179,54.96,59.756347435177005,13639.952153110045,0.913272998333772
ST02,B,13500,12959.93,540.07,12415,12325,90,0.9599948148148149,0.9444611197745666,0.9927507047925896,0.9001050029086678,0.00724929520741039,54.77777777777778,60.41699154248892,13698.08612440191,0.9063309930490064
ST02,C,13500,12600.88,899.12,11641,11549,92,0.9333985185185184,0.9090912698160762,0.9920968988918478,0.841838311905239,0.00790310110815222,51.32888888888889,62.53386135211751,13715.31100478469,0.8487594627594627
ST03,A,13500,13044.33,455.67,12099,11720,379,0.9662466666666667,0.9640493225792354,0.9686750971154641,0.902330001561194,0.03132490288453591,52.08888888888889,62.75386230266964,12990.430622009566,0.9313779005524865
ST03,B,13500,13054.42,445.58,11918,11522,396,0.9669940740740741,0.9442296172484109,0.9667729484812888,0.8827260051089856,0.03322705151871119,51.208888888888886,63.396869441181416,13045.796308954199,0.9135509797757522
ST03,C,13500,13106.37,393.63,11548,11190,358,0.9708422222222222,0.9107166973006255,0.9689989608590233,0.856752274564138,0.031001039140976794,49.733333333333334,65.6961326636647,13062.200956937795,0.884077655677656
ST04,A,13500,13061.81,438.19,10600,10371,229,0.9675414814814814,0.963734735078829,0.9783962264150944,0.9123088226415094,0.021603773584905662,46.093333333333334,71.58909433962266,11366.626794258375,0.9325545908971322
ST04,B,13500,12909.11,590.89,10243,10039,204,0.9562303703703704,0.9389648085731704,0.9800839597774089,0.8799847180188096,0.01991604022259104,44.617777777777775,72.56919652445573,11415.07177033493,0.8973224352928848
ST04,C,13500,12738.54,761.46,9061,8816,245,0.9435955555555556,0.8402846794059602,0.9729610418276129,0.7714499993868719,0.027038958172387155,39.18222222222222,80.34187065445315,11429.425837320574,0.792778231292517
ST05,A,13500,13216.83,283.17,11900,11822,78,0.9790244444444445,0.9510379316876033,0.9934453781512605,0.9249864439049694,0.006554621848739495,52.54222222222222,63.70359831932774,12787.45514354067,0.9305995498260692
ST05,B,13500,13265.78,234.22,11875,11789,86,0.9826503703703703,0.9412327557570431,0.9927578947368421,0.9182044732215724,0.007242105263157894,52.39555555555555,64.43173473684212,12841.955741626796,0.9247033893371521
ST05,C,13500,13122.85,377.15,11325,11246,79,0.9720629629629629,0.9062828069613942,0.9930242825607064,0.8748185950235737,0.006975717439293598,49.98222222222222,66.80796732891832,12858.104066985645,0.8807674864817723
